t p_x p_y p_z o_x o_y o_z o_w j
2.828444480896 -0.102104483318305 -0.0599621159253311 0.13618016836935 0.233332752724625 -0.129949920696349 0.641243164428654 0.719358080993387 0.803162773182251
2.83821582794189 -0.102118651102207 -0.0599922532501913 0.136346817656541 0.234130637306289 -0.130157866014273 0.641063291108545 0.719221545410204 0.803979493512922
2.84887290000916 -0.102128391321432 -0.0600248157527325 0.136536370042669 0.234127112927976 -0.13041998226522 0.640935286523935 0.71928928930329 0.804959557909728
2.85857796669006 -0.102136606765216 -0.06005452055803 0.136705294565172 0.233839501474856 -0.130658026558283 0.641006585220685 0.719276112038766 0.805286246041997
2.86870360374451 -0.102143376102466 -0.0600908115991002 0.13688543916924 0.233603296941477 -0.130787854016012 0.641030855113916 0.719307639116866 0.805449590108131
2.87862610816956 -0.102152528942824 -0.0601322528750593 0.137053361724168 0.23322199316716 -0.130933932811294 0.640999633928443 0.719432607299188 0.805286246041997
2.88884520530701 -0.102163780407625 -0.0601826585737949 0.13721734150255 0.232716943205488 -0.130940795034638 0.640809829954343 0.719763915721452 0.805286246041997
2.89867615699768 -0.10217523314792 -0.0602329971273599 0.137371275249697 0.232287015385312 -0.131029706839959 0.640732780734513 0.719955180619625 0.805286246041997
2.90898466110229 -0.102192140179639 -0.0602902286730305 0.137517023735251 0.232063022342977 -0.131247657515234 0.640699176812078 0.720017618458141 0.805122901975862
2.91910028457642 -0.102208127320947 -0.060350829473359 0.137650438107286 0.231924331166485 -0.131481109829906 0.640720032230421 0.720001154630687 0.805122901975862
2.92918157577515 -0.102220803284874 -0.0604128675567352 0.137787561378383 0.231699082480925 -0.131652410591574 0.640618772576861 0.720132464332112 0.805286246041997
2.93913078308105 -0.102234129188419 -0.0604714039678049 0.137916756123064 0.231341571101069 -0.131867629709889 0.640534990779447 0.72028253574716 0.805449590108131
2.9491012096405 -0.10224607101879 -0.0605307722692755 0.138044549147099 0.230960088216659 -0.132176726061288 0.640497587803682 0.720381559145108 0.806266310438802
2.95916819572449 -0.102253511341023 -0.0605906566203192 0.138177309168715 0.230666453244714 -0.132402733242773 0.640478847127792 0.72045079634851 0.806592998571071
2.96969676017761 -0.102260229067727 -0.0606487434588963 0.138310032103428 0.230511914691094 -0.132571662153312 0.640447000179347 0.720497502799718 0.806592998571071
2.97972321510315 -0.102261746517992 -0.0607009265972225 0.138443568075063 0.230275247221164 -0.132722379623082 0.640451975081132 0.720541010685093 0.806592998571071
2.98958826065063 -0.10226378646584 -0.0607434937943867 0.138575424737793 0.229865450835845 -0.132857257823488 0.640522860798124 0.720583991183986 0.806919686703339
2.99989366531372 -0.102263429268376 -0.0607805286647496 0.138709395382352 0.229618296900899 -0.1329008334608 0.640592695953057 0.720592675570151 0.8057762782404
3.00967121124268 -0.102257008353591 -0.0608108619354486 0.138846780883705 0.229359265696053 -0.13300263292564 0.640632202900992 0.720621264937719 0.805122901975862
3.01984548568726 -0.102246667621492 -0.0608389159883903 0.138989359649216 0.229013635290602 -0.13309648781481 0.640704570391284 0.720649521794101 0.805122901975862
3.02976417541504 -0.102231232276291 -0.0608537386457756 0.139134104972863 0.228655078237627 -0.133160446714763 0.640797818437971 0.720668652372231 0.805122901975862
3.03996849060059 -0.102209875925636 -0.0608609693264525 0.139299834654315 0.228290690537009 -0.133184824421593 0.640916952829465 0.720673728349881 0.804959557909728
3.0498263835907 -0.102193267348363 -0.0608631922509069 0.139452011496746 0.228097610541569 -0.133202054251204 0.640983243350024 0.720672723608276 0.805122901975862
3.06013035774231 -0.102174705251138 -0.0608510957642397 0.139609525677461 0.227717480017463 -0.133194732445567 0.641125108595565 0.720668098136427 0.805286246041997
